test
f1:0.00027284482072361294
0.0015020321611592155
0.00393179006891677
0.0061406608941509105
0.008570418801908465
0.01102226541791836
0.013253224951404841
0.015837603816928787
0.018488248807209753
0.021602756670789893
0.025114861282912175
